ParticipantID,Condition,Handedness,TrialID,PhraseID,TargetPhrase,InputPhrase,TargetCharCount,InputCharCount,DurationSec,ActiveDurationSec,LevenshteinDist,TotalKeystrokes,WPM,ActiveWPM,MeanWordWPM,CER,KSPC,BackspaceCount
EM09,Controller,R,1,189,do you like to shop on Sunday,do you like to shop on sunday,29,29,28.054,20.396,0,34,11.976901689598632,16.47381839576387,11.599975694755255,0.0,1.1724137931034482,1
EM09,Controller,R,2,69,all together in one big pile,all together in one big pile,28,28,29.997,23.743,0,41,10.801080108010801,13.646127279619257,9.272173419809283,0.0,1.4642857142857142,4
EM09,Controller,R,3,125,I do not fully agree with you,i do not fully agree with you,29,29,22.582,15.854999999999999,0,32,14.879107253564785,21.19205298013245,12.302293511742855,0.0,1.103448275862069,0
EM09,Controller,R,4,361,rapidly running short on words,rapidly running rapidly running short on words,30,46,51.61,44.94199999999999,16,67,10.463088548730866,12.015486627208404,11.022589736939548,0.5333333333333333,1.4565217391304348,12
EM09,Controller,R,5,81,the assignment is due today,the assignment is due today,27,27,34.568,30.197000000000003,0,48,9.025688498032864,10.332152200549721,7.860183674722579,0.0,1.7777777777777777,4
EM09,Controller,R,6,449,taking the train is usually faster,taking the train is usually faster,34,34,24.886,19.253999999999998,0,35,15.912561279434218,20.567154876908695,13.770414173345552,0.0,1.0294117647058822,0
EM09,Controller,R,7,172,I will meet you at noon,i will meet non you at noon,23,27,24.679,18.733,4,37,12.642327484906197,16.655100624566273,10.394085166455914,0.17391304347826086,1.3703703703703705,2
EM09,Controller,R,8,230,work hard to reach the summit,work hard to reach the summit,29,29,25.402,20.326999999999998,0,38,13.227304936619163,16.529738771092635,11.783798259565742,0.0,1.3103448275862069,1
EM09,Controller,R,9,358,he underwent triple bypass surgery,he underwent triple bypass surgery,34,34,34.208,29.451999999999998,0,49,11.57623947614593,13.445606410430532,12.95210660494175,0.0,1.4411764705882353,7
EM09,Controller,R,10,50,do not drink too much,do not drink vol too much,21,25,28.706,23.9,4,41,10.03274576743538,12.05020920502092,15.561670780456888,0.19047619047619047,1.64,5
EM09,Controller,R,11,77,we are subjects and must obey,we are subiects and must subjects and must obey,29,47,62.387,50.03300000000001,18,69,8.84799717889945,11.032718405852135,8.846433090101257,0.6206896551724138,1.4680851063829787,8
EM09,Controller,R,12,37,you are not a jedi yet,you are not a jedi yet,22,22,25.458,17.938000000000002,0,37,9.898656610888525,14.048388895083063,8.612583320671773,0.0,1.6818181818181819,0
EM09,Controller,R,13,356,these barracks are big enough,these barracks are big enough,29,29,29.29,25.218,0,36,11.471491976783886,13.323816321674993,10.550541809165498,0.0,1.2413793103448276,1
EM09,Controller,R,14,193,olympic athletes use drugs,olympic athletes use drugs,26,26,21.389,17.913,0,27,14.025901164149797,16.747613465081226,13.539781703327671,0.0,1.0384615384615385,0
EM09,Controller,R,15,406,an injustice is committed every day,an injustice is committed every day,35,35,35.068,28.621000000000002,0,42,11.634538610699215,14.255267111561439,9.869361291864431,0.0,1.2,1
EM09,Controller,R,16,79,goldilocks and the three bears,goldilocks and the three bears,30,30,28.791,23.553,0,33,12.08711055538189,14.775187874156158,11.15076059902012,0.0,1.1,0
EM09,Controller,R,17,472,exercise is good for the mind,exercise is good for the mind,29,29,29.582,24.069999999999997,0,44,11.358258400378608,13.959285417532199,10.282643963865594,0.0,1.5172413793103448,3
EM09,Controller,R,18,403,dinosaurs have been extinct for ages,dinosaurs have been extinct for ages,36,36,28.709,24.092000000000002,0,41,14.629558674979972,17.433172837456418,13.848749766609947,0.0,1.1388888888888888,2
EM09,Controller,R,19,252,machinery is too complicated,machinery is too complicated,28,28,36.153,33.232,0,61,8.961911874533234,9.74963890226288,11.707647714021538,0.0,2.1785714285714284,15
EM09,Controller,R,20,383,a coupon for a free sample,a coupon for a free sample,26,26,28.818,22.819,0,43,10.410160316468874,13.146938954380122,10.565246668191808,0.0,1.6538461538461537,7
