ParticipantID,Condition,Handedness,TrialID,PhraseID,TargetPhrase,InputPhrase,TargetCharCount,InputCharCount,DurationSec,LevenshteinDist,TotalKeystrokes,WPM,CER,KSPC,BackspaceCount
CS10,Keyboard,R,1,467,a rattle snake is very poisonous,a rattle snake is very poisonous,32,32,16.821022,0,39,22.115184202244077,0.0,1.21875,0
CS10,Keyboard,R,2,259,the chamber makes important decisions,the chamber makes important decisions,37,37,14.996163,0,44,28.80736892497101,0.0,1.1891891891891893,3
CS10,Keyboard,R,3,102,this is a very good idea,this is a very good idea,24,24,11.823568,0,45,23.34320739729327,0.0,1.875,6
CS10,Keyboard,R,4,351,the rationale behind the decision,the rational the rationale behind the decision,33,46,18.554576,13,59,29.103332784322312,0.3939393939393939,1.2826086956521738,7
CS10,Keyboard,R,5,495,put garbage in an abandoned mine,put garbage in an abandoned nine abandoned mine,32,47,31.328947,15,70,17.619487817448828,0.46875,1.4893617021276595,9
CS10,Keyboard,R,6,342,the gun discharged by accident,the gun discharged by accident,30,30,13.123385,0,37,26.51754863550829,0.0,1.2333333333333334,2
CS10,Keyboard,R,7,164,they love to yap about nothing,they love to yap about noting about nothing,30,43,26.892526,13,74,18.741266625530084,0.43333333333333335,1.7209302325581395,8
CS10,Keyboard,R,8,270,this equation is too complicated,this equation is too complicated,32,32,18.65339,0,59,19.942755713572705,0.0,1.84375,12
CS10,Keyboard,R,9,127,earth quakes are predictable,earth quakes are predictable,28,28,12.092098,0,35,26.79435776984275,0.0,1.25,3
CS10,Keyboard,R,10,327,a dog is the best friend of a man,a dog is the best friend of a man,33,33,14.843206,0,40,25.870421794321253,0.0,1.2121212121212122,0
CS10,Keyboard,R,11,187,where did you get that tie,where did you get that tie,26,26,11.306673,0,45,26.533004005687616,0.0,1.7307692307692308,3
CS10,Keyboard,R,12,324,you must make an appointment,you must make an appointment,28,28,10.898255,0,35,29.729530094496777,0.0,1.25,0
CS10,Keyboard,R,13,243,this system of taxation,this system of taxation,23,23,8.022154,0,30,32.9088671197287,0.0,1.3043478260869565,2
CS10,Keyboard,R,14,381,careless driving results in a fine,careless driving results in a fine,34,34,15.018293,0,39,26.367843535879874,0.0,1.1470588235294117,1
CS10,Keyboard,R,15,44,the facts get in the way,the facts get in the way,24,24,10.086785,0,29,27.362534246541383,0.0,1.2083333333333333,0
CS10,Keyboard,R,16,390,we have enough witnesses,we have enough witnesses,24,24,10.166264,0,31,27.14861624683364,0.0,1.2916666666666667,2
CS10,Keyboard,R,17,247,coalition governments never work,coalition governments never work,32,32,11.510718,0,35,32.31770598497852,0.0,1.09375,0
CS10,Keyboard,R,18,499,the picket line gives me the chills,the picked picket line gives me the chills,35,42,21.696959,7,50,22.675988833273824,0.2,1.1904761904761905,2
CS10,Keyboard,R,19,330,do not feel too bad about it,do not feel too bad about it,28,28,11.615825,0,33,27.892982203158198,0.0,1.1785714285714286,0
CS10,Keyboard,R,20,402,the ventilation system is broken,the ventilation system is broken,32,32,11.265029,0,33,33.022551473236334,0.0,1.03125,0
