ParticipantID,Condition,Handedness,TrialID,PhraseID,TargetPhrase,InputPhrase,TargetCharCount,InputCharCount,DurationSec,ActiveDurationSec,LevenshteinDist,TotalKeystrokes,WPM,ActiveWPM,MeanWordWPM,CER,KSPC,BackspaceCount
YM11,Keyboard,R,1,25,the world is a stage,the world is a stage,20,20,13.276,11.551,0,44,17.173847544441095,19.738550774824688,17.48079638523314,0.0,2.2,0
YM11,Keyboard,R,2,359,the ropes of a new organization,the ropes or of a new organzation organization,31,46,45.206,37.475,15,77,11.94531699331947,14.409606404269512,12.33971901320415,0.4838709677419355,1.673913043478261,14
YM11,Keyboard,R,3,23,love means many things,love means many things,22,22,14.926,12.626999999999999,0,29,16.883290901782125,19.95723449750535,15.955641506773645,0.0,1.3181818181818181,2
YM11,Keyboard,R,4,146,accompanied by an adult,accompanied by zu an adult,23,26,32.509,28.915,3,56,9.22821372542988,10.375237765865467,11.801777247362157,0.13043478260869565,2.1538461538461537,14
YM11,Keyboard,R,5,206,zero in on the facts,zero m in on the facts,20,22,17.549,13.469000000000001,2,40,14.359792580773835,18.709629519637687,14.407834014885388,0.1,1.8181818181818181,9
YM11,Keyboard,R,6,165,peek out the window,peek out the window,19,19,10.839,8.512,0,28,19.928037641848878,25.37593984962406,20.8983092902981,0.0,1.4736842105263157,4
YM11,Keyboard,R,7,134,parking lot is full of trucks,parking lot is full of trucks,29,29,28.1,23.939999999999998,0,58,11.95729537366548,14.035087719298247,12.328105964876348,0.0,2.0,12
YM11,Keyboard,R,8,12,my favorite place to visit,my favorite place to visit,26,26,24.576,19.510999999999996,0,49,12.20703125,15.375941776433809,11.917721716919148,0.0,1.8846153846153846,8
YM11,Keyboard,R,9,484,dormitory doors are locked at midnight,dormitory doors are locked at midnight,38,38,19.087,16.598,0,41,23.26190600932572,26.750210868779373,21.74034496560887,0.0,1.0789473684210527,1
YM11,Keyboard,R,10,98,video camera with a zoom lens,video camera with camera with a zoom lens,29,41,21.807,18.101,12,57,22.01128078140047,26.517871940776754,22.93240339936395,0.41379310344827586,1.3902439024390243,9
YM11,Keyboard,R,11,291,the registration period is over,the registration period is over,31,31,15.376,11.494,0,38,23.41311134235172,31.320689055159214,29.479295389431183,0.0,1.2258064516129032,3
YM11,Keyboard,R,12,192,shall we play a round of cards,small shall we plan play a round or of cards,30,44,26.357,19.603,14,64,19.57734188261183,26.3225016579095,18.907445782312557,0.4666666666666667,1.4545454545454546,7
YM11,Keyboard,R,13,478,do not lie in court or else,do not lie in court or else,27,27,12.547,8.972999999999999,0,29,24.866501952658005,34.77097960548312,22.12881616838548,0.0,1.0740740740740742,0
YM11,Keyboard,R,14,133,the kids are very excited,the kids are very excited,25,25,15.266,12.463000000000001,0,34,18.865452639853267,23.10840086656503,27.335512453329432,0.0,1.36,2
YM11,Keyboard,R,15,77,we are subjects and must obey,we are subjects and must obey,29,29,19.551,16.856,0,46,17.185821697099893,19.933554817275745,20.499283043973552,0.0,1.5862068965517242,5
YM11,Keyboard,R,16,106,no exchange without a bill,no escante exchange without a bill,26,34,25.448,20.819,8,70,15.56114429424709,19.021086507517172,20.4469261003075,0.3076923076923077,2.0588235294117645,8
YM11,Keyboard,R,17,151,my bare face in the wind,my bare face in the wind,24,24,30.481,26.168,0,69,9.054821036055246,10.547233261999388,9.733777535454623,0.0,2.875,10
YM11,Keyboard,R,18,370,the most beautiful sunset,the most beautiful sunset,25,25,11.285,9.272,0,28,25.5206025697829,31.061259706643657,25.20259595735605,0.0,1.12,0
YM11,Keyboard,R,19,269,the daring young man,the daring young man,20,20,17.48,15.13,0,27,13.043478260869565,15.069398545935226,19.65652213202202,0.0,1.35,1
YM11,Keyboard,R,20,265,a picture is worth many words,a picture is worth many words,29,29,14.847,9.863,0,30,22.63083451202263,34.066713981547196,18.510735847166668,0.0,1.0344827586206897,0
