ParticipantID,Condition,Handedness,TrialID,PhraseID,TargetPhrase,InputPhrase,TargetCharCount,InputCharCount,DurationSec,LevenshteinDist,TotalKeystrokes,WPM,CER,KSPC,BackspaceCount
HW04,Controller,R,1,440,the elevator door appears to be stuck,the elevator door appears to te be stuck,37,40,27.51632,3,46,17.008088290876103,0.08108108108108109,1.15,1
HW04,Controller,R,2,218,where can my little dog be,where can my little dog be,26,26,22.567291,0,43,13.293576087621682,0.0,1.6538461538461537,0
HW04,Controller,R,3,471,gamblers eventually loose their shirts,gamblers eventually loose their shirts,38,38,25.718764,0,41,17.263660104350272,0.0,1.0789473684210527,0
HW04,Controller,R,4,9,time to go shopping,time to go shopping,19,19,11.721578000000001,0,22,18.427553013766577,0.0,1.1578947368421053,0
HW04,Controller,R,5,324,you must make an appointment,you must make an appointment,28,28,24.151314,0,37,13.415419136201038,0.0,1.3214285714285714,1
HW04,Controller,R,6,119,hands on experience with a job,hands on experience with a job,30,30,23.479761,0,41,14.821275225075757,0.0,1.3666666666666667,0
HW04,Controller,R,7,322,a psychiatrist will help you,a psychiatrist will help non you,28,32,27.160546,4,36,13.696337326944754,0.14285714285714285,1.125,1
HW04,Controller,R,8,64,I am going to a music lesson,i am going to a music lesson,28,28,22.963136,0,33,14.109571096909415,0.0,1.1785714285714286,0
HW04,Controller,R,9,196,quick there is someone knocking,quick there is someone knocking,31,31,17.786426,0,32,20.24015392412169,0.0,1.032258064516129,0
HW04,Controller,R,10,81,the assignment is due today,the assignment is due today,27,27,20.270072,0,40,15.392150555755304,0.0,1.4814814814814814,0
HW04,Controller,R,11,366,companies announce a merger,companies announce a merger,27,27,12.2794,0,28,25.408407576917437,0.0,1.037037037037037,0
HW04,Controller,R,12,459,traveling to conferences is fun,traveling to conferences is run fun,31,35,19.790042,4,41,20.616429212227036,0.12903225806451613,1.1714285714285715,1
HW04,Controller,R,13,200,on the way to the cottage,on the way to the cottage,25,25,17.005734,0,26,16.935464238121096,0.0,1.04,0
HW04,Controller,R,14,445,faster than a speeding bullet,faster than a speeding bullet,29,29,17.81852,0,30,18.856784963060907,0.0,1.0344827586206897,0
HW04,Controller,R,15,7,elections bring out the best,elections brings bring out the best,28,35,20.147615,7,41,20.25053585746998,0.25,1.1714285714285715,1
HW04,Controller,R,16,67,I am wearing a tie and a jacket,i am wearing a tie and a jacket,31,31,34.173373,0,46,10.53451761990249,0.0,1.4838709677419355,1
HW04,Controller,R,17,78,mom made her a turtleneck,mom made her a turtleneck,25,25,18.226238,0,38,15.801395768013125,0.0,1.52,0
HW04,Controller,R,18,82,what you see is what you get,what non you see is whats what you get,28,38,29.44451,10,55,15.079211710434304,0.35714285714285715,1.4473684210526316,2
HW04,Controller,R,19,180,he cooled off after she left,he cooled off after she left,28,28,16.907475,0,29,19.16312163702741,0.0,1.0357142857142858,0
HW04,Controller,R,20,125,I do not fully agree with you,i do not fully agree with you,29,29,19.939591,0,32,16.85089729272782,0.0,1.103448275862069,0
