ParticipantID,Condition,Handedness,TrialID,PhraseID,TargetPhrase,InputPhrase,TargetCharCount,InputCharCount,DurationSec,LevenshteinDist,TotalKeystrokes,WPM,CER,KSPC,BackspaceCount
MY05,Proposed,R,1,94,the second largest country,the second largest country,26,26,37.101205,0,37,8.085990738036676,0.0,1.4230769230769231,5
MY05,Proposed,R,2,60,I took the rover from the shop,i took the rover from the shop,30,30,36.338859,0,41,9.576525228819099,0.0,1.3666666666666667,2
MY05,Proposed,R,3,63,coming up with killer sound bites,conning coming up with killer sound bites,33,41,57.81149,8,67,8.302847755697009,0.24242424242424243,1.6341463414634145,5
MY05,Proposed,R,4,417,completely sold out of that,completely sold out or of that,27,30,31.817336,3,44,10.937433605377898,0.1111111111111111,1.4666666666666666,6
MY05,Proposed,R,5,99,what a monkey sees a monkey will do,what a monkey seems sees a monkey will do,35,41,43.899426,6,67,10.934083739500377,0.17142857142857143,1.6341463414634145,12
MY05,Proposed,R,6,289,the punishment should fit the crime,the punishment should fit the crime,35,35,67.232424,0,66,6.0685005199277064,0.0,1.8857142857142857,12
MY05,Proposed,R,7,453,the stock exchange dipped,the stock exchange dipped,25,25,41.707335,0,44,6.905260189844304,0.0,1.76,9
MY05,Proposed,R,8,68,the quick brown fox jumped,the quick brown fox jumped,26,26,36.98437,0,39,8.111534683435194,0.0,1.5,2
MY05,Proposed,R,9,256,an airport is a very busy place,an airport is a very busy place,31,31,36.278219,0,48,9.923309631048866,0.0,1.5483870967741935,3
MY05,Proposed,R,10,449,taking the train is usually faster,taking the is usually train is usually faster,34,45,50.16092,11,61,10.526122726616657,0.3235294117647059,1.3555555555555556,8
MY05,Proposed,R,11,494,everybody looses in custody battles,everybody looses in custory custody battles,35,43,39.295688,8,51,12.825834732808344,0.22857142857142856,1.186046511627907,4
MY05,Proposed,R,12,214,we drive on parkways,we drive on parkways,20,20,32.181003,0,35,7.084925227470381,0.0,1.75,6
MY05,Proposed,R,13,254,I just cannot figure this out,i just cannot figure this out,29,29,35.021937,0,38,9.593986763210726,0.0,1.3103448275862069,4
MY05,Proposed,R,14,75,my preferred treat is chocolate,my preferred treat is chocola chocolate,31,39,71.563223,8,70,6.371988025189978,0.25806451612903225,1.794871794871795,11
MY05,Proposed,R,15,234,exceed the maximum speed limit,exceed the maximum speed limit,30,30,23.336596,0,33,14.912200562584191,0.0,1.1,1
MY05,Proposed,R,16,199,where did I leave my glasses,where did leave leave i leave my glasses,28,40,41.765886,12,57,11.205317181586905,0.42857142857142855,1.425,5
MY05,Proposed,R,17,420,the accident scene is a shrine for fans,the accident scene is a shrine for fans,39,39,84.541778,0,100,5.393782941257753,0.0,2.5641025641025643,30
MY05,Proposed,R,18,409,rectangular objects have four sides,rectangle rectangular objects have four sides,35,45,100.778893,10,107,5.239192297934847,0.2857142857142857,2.3777777777777778,30
MY05,Proposed,R,19,248,destruction of the rain forest,destruction of the rain forest,30,30,23.635039,0,45,14.723902084527976,0.0,1.5,5
MY05,Proposed,R,20,42,hair gel is very greasy,hair gel is very greasy,23,23,33.979546,0,50,7.769379849866152,0.0,2.1739130434782608,10
